result_id,start_date,altitude,nirca_only,regionals,nationals,sport_name,team_id,event_name,gender,temperature,dew_point,humidity,wind_speed,precipitation_mm,result_time,athlete_id,gender_1,grade,date,seconds,gender_clean,grade_num,year,prior_count,last_time,days_since,mean_prior,best_prior,recent3_mean,ewma_time,history_cv,trend_recent,median_prior,target_seconds,target_log,log_last_time,log_mean_prior,log_median_prior,log_best_prior,log_recent3_mean,log_ewma_time,d_log_last_time,d_log_mean_prior,d_log_best_prior,d_log_recent3_mean,d_log_ewma_time,target_resid
126497,2026-03-20,812.0,False,False,False,Outdoor Track,1,5000m,,,,,,,20:45.89,1,M,Sr,2026-03-20,1245.89,M,4.0,2026,6,1169.6,349.0,1197.3449999999998,1169.6,1197.7933333333333,1183.1256875,0.02508852308566397,-0.001845750389403252,1197.3449999999998,1245.89,7.127605412946256,7.064417088995514,7.087861884581788,7.087861884581788,7.064417088995514,7.088236254055425,7.0759151030516385,-0.02344479558627377,0.0,-0.02344479558627377,0.0003743694736373371,-0.011946781530149053,0.03974352836446826
130182,2026-04-11,939.0,True,False,True,Outdoor Track,1,5000m,M,45.28,34.23,65.0,10.36,0.62,19:08.45,1,M,,2026-04-11,1148.45,M,,2026,7,1245.89,22.0,1204.28,1169.6,1205.09,1224.3048125,0.027397757810288848,0.015615139336366964,1204.28,1148.45,7.046168486135763,7.127605412946256,7.093637156970849,7.093637156970849,7.064417088995514,7.094309531932367,7.1101284618897544,0.03396825597540687,0.0,-0.029220067975335162,0.0006723749615176189,0.01649130491890549,-0.04746867083508555
84510,2021-10-08,692.0,False,False,False,Cross Country,1,8000m,,,,,,,37:49.60,1,M,,2021-10-08,2269.6,M,,2021,1,2041.7,13.0,2041.7000000000003,2041.7,2041.7,2041.7,0.0,0.0,2041.7000000000003,2269.6,7.727358883494642,7.621538073142154,7.621538073142154,7.621538073142154,7.621538073142154,7.621538073142154,7.621538073142154,0.0,0.0,0.0,0.0,0.0,0.1058208103524878
61712,2021-10-23,762.0,True,True,False,Cross Country,1,8000m,,,,,,,34:23.90,1,M,,2021-10-23,2063.9,M,,2021,2,2269.6,15.0,2155.6499999999996,2041.7,2155.65,2228.2931249999997,0.07475686471942385,0.0,2212.625,2063.9,7.63235267581533,7.727358883494642,7.675847581188365,7.701934872461321,7.621538073142154,7.675847581188366,7.708991156576491,0.025424011033321037,-0.026087291272955504,-0.08039679931916677,-0.026087291272954616,0.007056284115170008,-0.06958219664599063
25493,2021-11-06,762.0,True,False,True,Cross Country,1,8000m,,,,,,,34:43.60,1,M,,2021-11-06,2083.6,M,,2021,3,2063.9,14.0,2125.066666666666,2041.7,2125.0666666666666,2087.984375,0.05913261402952832,0.0,2109.7749999999996,2083.6,7.641852445871036,7.63235267581533,7.661558453415428,7.654336585713098,7.621538073142154,7.661558453415429,7.643954465736982,-0.021983909897768328,0.007221867702329909,-0.03279851257094446,0.0072218677023307976,-0.010382119976116044,-0.012484139842062092
63310,2022-09-24,638.0,True,False,False,Cross Country,1,8000m,,,,,,,33:11.70,1,M,,2022-09-24,1991.7,M,,2022,4,2083.6,322.0,2114.7,2041.7,2139.0333333333333,2096.8175,0.04949896757051081,0.0,2114.7,1991.7,7.596743824393223,7.641852445871036,7.656668237447939,7.656668237447939,7.621538073142154,7.668109292567029,7.648175998025494,-0.014815791576903159,0.0,-0.03513016430578553,0.011441055119089327,-0.008492239422444925,-0.0599244130547163
64386,2022-10-22,762.0,True,True,False,Cross Country,1,8000m,,,,,,,37:45.60,1,M,,2022-10-22,2265.6,M,,2022,5,1991.7,28.0,2090.0999999999995,1991.7,2046.4000000000003,2036.5949999999998,0.05073223395435123,-0.005980575092100858,2090.0999999999995,2265.6,7.725594903499401,7.596743824393223,7.6449671907041825,7.6449671907041825,7.596743824393223,7.623837430824579,7.619034574662372,-0.04822336631095947,0.0,-0.04822336631095947,-0.02112975987960386,-0.02593261604181052,0.08062771279521819
26638,2022-11-12,181.0,True,False,True,Cross Country,1,8000m,,,,,,,35:38.00,1,M,,2022-11-12,2138.0,M,,2022,6,2265.6,21.0,2119.35,1991.7,2113.633333333333,2194.303125,0.056084200482984084,-0.0004718427819850426,2119.35,2138.0,7.6676260915849905,7.725594903499401,7.658864716879926,7.658864716879926,7.596743824393223,7.656163704524348,7.693619792185184,0.06673018661947427,0.0,-0.06212089248670338,-0.0027010123555788468,0.03475507530525768,0.008761374705064107
226,2023-09-08,610.0,True,False,False,Cross Country,1,8000m,M,65.89,61.27,85.0,4.61,0.76,34:48.10,1,M,Sr,2023-09-08,2088.1,M,4.0,2023,7,2138.0,300.0,2122.014285714286,1991.7,2131.766666666667,2129.7074107142857,0.051241143444205904,0.008729912953326006,2122.014285714286,2088.1,7.644009840576016,7.6676260915849905,7.660121051344616,7.660121051344616,7.596743824393223,7.664706335894243,7.663739883406079,0.007505040240374683,0.0,-0.0633772269513928,0.004585284549627033,0.00361883206146274,-0.01611121076859945
1,2023-10-06,691.0,True,False,False,Cross Country,1,8000m,M,50.49,47.37,89.0,14.97,3.05,33:55.70,1,M,Sr,2023-10-06,2035.7,M,4.0,2023,8,2088.1,28.0,2117.7749999999996,1991.7,2163.9,2104.42125,0.04787104465672875,0.000531217905584871,2117.7749999999996,2035.7,7.618595019073001,7.644009840576016,7.658121288223684,7.658121288223684,7.596743824393223,7.679667428177737,7.651795767695804,-0.01411144764766803,0.0,-0.06137746383046139,0.021546139954052634,-0.0063255205278807125,-0.03952626915068347
4166,2023-10-13,502.0,False,False,False,Cross Country,1,8000m,M,61.63,60.48,96.0,3.0,2.03,32:56.80,1,M,Sr,2023-10-13,1976.8,M,4.0,2023,9,2035.7,7.0,2108.6555555555556,1991.7,2087.266666666667,2075.8255555555556,0.04680701019946032,0.005216594038328793,2108.6555555555556,1976.8,7.5892346546744,7.618595019073001,7.65380584592446,7.65380584592446,7.596743824393223,7.643610674030453,7.638114211639314,-0.0352108268514586,0.0,-0.05706202153123652,-0.010195171894006982,-0.01569163428514564,-0.06457119125005928
6000,2023-10-28,825.0,True,True,False,Cross Country,1,8000m,M,58.87,39.25,48.0,8.05,,33:25.00,1,M,,2023-10-28,2005.0,M,,2023,10,1976.8,15.0,2095.4700000000003,1976.8,2033.5333333333335,2042.0685,0.04866202894261503,-0.03445527733634935,2095.4700000000003,2005.0,7.60339933974067,7.5892346546744,7.647533150870377,7.647533150870377,7.5892346546744,7.617530117311938,7.621718543705557,-0.05829849619597649,0.0,-0.05829849619597649,-0.030003033558438474,-0.025814607164820202,-0.044133811129706935
7550,2023-11-11,762.0,True,False,True,Cross Country,1,8000m,M,45.55,26.69,46.0,6.26,,32:18.07,1,M,,2023-11-11,1938.07,M,,2023,11,2005.0,14.0,2087.245454545455,1976.8,2005.8333333333333,2050.235,0.0481540760317976,-0.015930086194506025,2087.245454545455,1938.07,7.569447911509453,7.60339933974067,7.643600511347678,7.643600511347678,7.5892346546744,7.603814880989117,7.625709699708803,-0.04020117160700831,0.0,-0.05436585667327787,-0.039785630358561086,-0.017890811638874737,-0.07415259983822509
69968,2024-09-28,638.0,True,False,False,Cross Country,1,8000m,M,65.19,61.86,89.0,10.36,0.51,34:06.49,1,M,,2024-09-28,2046.49,M,,2024,12,1938.07,322.0,2074.8141666666666,1938.07,1973.29,2013.2792916666667,0.050637232429384095,-0.018077522605438157,2074.8141666666666,2046.49,7.623881409529119,7.569447911509453,7.637626870421289,7.637626870421289,7.569447911509453,7.58745747950937,7.607520160013084,-0.06817895891183579,0.0,-0.06817895891183579,-0.05016939091191919,-0.030106710408205117,-0.01374546089216988
73150,2024-10-05,691.0,True,False,False,Cross Country,1,8000m,M,68.81,56.57,65.0,5.99,,31:51.40,1,M,,2024-10-05,1911.4,M,,2024,13,2046.49,7.0,2072.6353846153843,1938.07,1996.5199999999998,2060.8699615384617,0.048680198854292485,0.0013014831359257923,2072.6353846153843,1911.4,7.555591236832079,7.623881409529119,7.636576209177664,7.636576209177664,7.569447911509453,7.5991609439837795,7.630883484061692,-0.012694799648545363,0.0,-0.06712829766821127,-0.03741526519388483,-0.005692725115972408,-0.08098497234558533
82879,2024-10-26,825.0,True,True,False,Cross Country,1,8000m,M,57.22,40.75,54.0,12.66,,34:26.40,1,M,,2024-10-26,2066.4,M,,2024,14,1911.4,21.0,2061.118571428571,1911.4,1965.32,1993.7452142857144,0.05146933377284432,-0.00793258584277745,2061.118571428571,2066.4,7.633563241781631,7.555591236832079,7.631004110253843,7.631004110253843,7.555591236832079,7.583410360917534,7.597770166172012,-0.07541287342176428,0.0,-0.07541287342176428,-0.04759374933630944,-0.033233944081831446,0.002559131527787528
84832,2024-11-09,414.0,True,False,True,Cross Country,1,8000m,M,54.82,28.83,36.0,4.61,,36:23.60,1,M,,2024-11-09,2183.6,M,,2024,15,2066.4,14.0,2061.4706666666666,1911.4,2008.0966666666666,2063.688866666667,0.04959303184898598,0.007446140392975123,2061.4706666666666,2183.6,7.688730169907602,7.633563241781631,7.631174922924529,7.631174922924529,7.555591236832079,7.6049426204231425,7.6322503723445445,0.0023883188571014458,0.0,-0.07558368609245036,-0.02623230250138686,0.0010754494200151399,0.057555246983072905
108225,2025-09-27,734.0,True,False,False,Cross Country,1,8000m,M,81.3,62.55,53.0,8.05,,40:59.85,1,M,,2025-09-27,2459.85,M,,2025,16,2183.6,322.0,2069.10375,1911.4,2053.7999999999997,2120.6270625,0.04996346183340513,0.029666226258591426,2069.10375,2459.85,7.807855651457564,7.688730169907602,7.634870821485908,7.634870821485908,7.555591236832079,7.627447014764194,7.659467108128649,0.053859348421694264,0.0,-0.079279584653829,-0.0074238067217136106,0.024596286642741383,0.17298482997165632
111307,2025-10-10,692.0,False,False,False,Cross Country,1,8000m,M,68.41,47.98,48.0,13.8,,34:47.70,1,M,Gr,2025-10-10,2087.7,M,5.0,2025,17,2459.85,13.0,2092.088823529412,1911.4,2236.616666666667,2257.5813529411766,0.06588777048413853,0.04939560827329622,2092.088823529412,2087.7,7.6438182605189136,7.807855651457564,7.645918282949537,7.645918282949537,7.555591236832079,7.712719586353262,7.72204932138211,0.16193736850802765,0.0,-0.09032704611745768,0.06680130340372514,0.07613103843257374,-0.0021000224306231274
115855,2025-11-08,414.0,True,False,True,Cross Country,1,8000m,M,64.47,48.45,56.0,9.22,,39:19.90,1,M,,2025-11-08,2359.9,M,,2025,18,2087.7,29.0,2091.845,1911.4,2243.7166666666667,2089.97975,0.06392988956205764,0.021069916748133796,2091.845,2359.9,7.766374524240544,7.6438182605189136,7.645801730661679,7.645801730661679,7.555591236832079,7.715888996044528,7.6449096559167025,-0.0019834701427656753,0.0,-0.09021049382960022,0.07008726538284904,-0.0008920747449767674,0.12057279357886497
130594,2026-04-11,939.0,True,False,True,Outdoor Track,1,800m,M,56.77,45.14,65.0,12.21,,2:44.10,1,M,,2026-04-11,164.1,M,,2026,1,167.28,371.0,167.28,167.28,167.28,167.28,0.0,0.0,167.28,164.1,5.100475998096045,5.1196690551203785,5.1196690551203785,5.1196690551203785,5.1196690551203785,5.1196690551203785,5.1196690551203785,0.0,0.0,0.0,0.0,0.0,-0.01919305702433327
22346,2024-04-06,67.0,True,False,True,Road Race,1,Half Marathon,M,36.81,29.62,74.0,3.44,,1:33:10.00,1,M,Sr,2024-04-06,5590.0,M,4.0,2024,1,5711.0,728.0,5711.0,5711.0,5711.0,5711.0,0.0,0.0,5711.0,5590.0,8.628734566149145,8.650149418664864,8.650149418664864,8.650149418664864,8.650149418664864,8.650149418664864,8.650149418664864,0.0,0.0,0.0,0.0,0.0,-0.021414852515718508
11645,2024-02-17,594.0,False,False,False,Indoor Track,1,Mile,,,,,,,5:45.47,1,M,,2024-02-17,345.47,M,,2024,1,352.08,21.0,352.0799999999999,352.08,352.08,352.0799999999999,0.0,0.0,352.08,345.47,5.84490580875755,5.863858422502836,5.863858422502836,5.863858422502836,5.863858422502836,5.863858422502836,5.863858422502836,0.0,0.0,0.0,0.0,0.0,-0.01895261374528623
89255,2025-01-25,1119.0,False,False,False,Indoor Track,1,Mile,,,,,,,5:51.54,1,M,,2025-01-25,351.54,M,,2025,2,345.47,343.0,348.7750000000001,345.47,348.775,346.6680625,0.013401120560914546,0.0,347.12250000000006,351.54,5.8623235027847524,5.84490580875755,5.854427015154172,5.849677743584465,5.84490580875755,5.8544270151541715,5.84836772990151,-0.004771934826915292,0.004749271569707503,-0.004771934826915292,0.004749271569706615,-0.0013100136829544695,0.012645759200287543
